uf;estado;secao;nome_secao;co_pais;co_pais_ison_num;destino;periodo;valor_fob
CE;Ceará;VIII;"Peles, couros, peles com pelo e obras destas matérias; Artigos de correeiro ou de seleiro; Artigos de viagem, bolsas e artefatos semelhantes; Obras de tripa";858;704;Vietnã;P2;25712008.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";023;276;Alemanha;P1;7983.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";023;276;Alemanha;P2;4482.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";040;024;Angola;P1;6026.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";040;024;Angola;P2;4405.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";043;028;Antígua e Barbuda;P2;442.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";047;530;Antilhas Holandesas;P1;265.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";053;682;Arábia Saudita;P1;1574.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";053;682;Arábia Saudita;P2;4159.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";059;012;Argélia;P1;11.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";059;012;Argélia;P2;1917.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";063;032;Argentina;P1;394378.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";063;032;Argentina;P2;639010.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";064;051;Armênia;P1;35.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";064;051;Armênia;P2;302.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";069;036;Austrália;P1;47044.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";069;036;Austrália;P2;1717.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";072;040;Áustria;P1;1368.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";072;040;Áustria;P2;729.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";077;044;Bahamas;P2;8232.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";083;052;Barbados;P2;422.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";087;056;Bélgica;P2;240.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";093;104;Mianmar;P1;2389.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";093;104;Mianmar;P2;14624.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";097;068;Bolívia;P1;3225.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";097;068;Bolívia;P2;1225.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";099;535;Bonaire, Saint Eustatius e Saba;P2;95.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";108;096;Brunei;P1;83.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";108;096;Brunei;P2;1188.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";111;100;Bulgária;P1;168.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";111;100;Bulgária;P2;529.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";127;132;Cabo Verde;P1;3066.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";127;132;Cabo Verde;P2;12.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";137;136;Cayman, Ilhas;P1;74.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";137;136;Cayman, Ilhas;P2;76.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";141;116;Camboja;P2;3316.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";145;120;Camarões;P1;2741.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";149;124;Canadá;P1;14081.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";149;124;Canadá;P2;5585.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";158;152;Chile;P1;3416.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";158;152;Chile;P2;1324.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";160;156;China;P1;48420.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";160;156;China;P2;2065.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";161;158;Taiwan (Formosa);P1;13037.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";161;158;Taiwan (Formosa);P2;65.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";163;196;Chipre;P1;1271.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";163;196;Chipre;P2;2004.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";169;170;Colômbia;P1;7307.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";169;170;Colômbia;P2;591.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";190;410;Coreia do Sul;P1;10008.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";190;410;Coreia do Sul;P2;258.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";193;384;Costa do Marfim;P2;8.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";195;191;Croácia;P2;65.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";196;188;Costa Rica;P1;4295.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";196;188;Costa Rica;P2;1628.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";198;414;Coveite (Kuweit);P1;1395.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";198;414;Coveite (Kuweit);P2;300.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";200;531;Curaçao;P1;231.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";200;531;Curaçao;P2;332.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";232;208;Dinamarca;P1;199.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";239;218;Equador;P1;250.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";239;218;Equador;P2;432.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";240;818;Egito;P1;477.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";240;818;Egito;P2;4.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";244;784;Emirados Árabes Unidos;P1;4882.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";244;784;Emirados Árabes Unidos;P2;5546.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";245;724;Espanha;P1;50655.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";245;724;Espanha;P2;1508.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";246;705;Eslovênia;P2;168.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";249;840;Estados Unidos;P1;378516.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";249;840;Estados Unidos;P2;154073.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";251;233;Estônia;P1;670.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";251;233;Estônia;P2;411.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";267;608;Filipinas;P1;62073.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";267;608;Filipinas;P2;9523.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";275;250;França;P1;4701.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";275;250;França;P2;4968.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";289;288;Gana;P1;196619.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";289;288;Gana;P2;525643.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";293;292;Gibraltar;P2;25.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";301;300;Grécia;P1;1659.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";301;300;Grécia;P2;1607.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";309;312;Guadalupe;P1;338.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";309;312;Guadalupe;P2;3463.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";317;320;Guatemala;P2;113.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";325;254;Guiana Francesa;P1;2224.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";325;254;Guiana Francesa;P2;5763.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";334;624;Guiné-Bissau;P1;356.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";334;624;Guiné-Bissau;P2;1344.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";337;328;Guiana;P1;1360.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";337;328;Guiana;P2;959.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";341;332;Haiti;P1;137.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";341;332;Haiti;P2;53.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";345;340;Honduras;P1;685.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";351;344;Hong Kong;P1;86217.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";351;344;Hong Kong;P2;5731.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";355;348;Hungria;P1;744.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";355;348;Hungria;P2;2040.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";361;356;Índia;P1;3009.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";361;356;Índia;P2;4543.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";365;360;Indonésia;P1;2272.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";365;360;Indonésia;P2;2099.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";369;368;Iraque;P1;21.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";369;368;Iraque;P2;109.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";372;364;Irã;P1;535.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";375;372;Irlanda;P2;172.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";383;376;Israel;P1;9681.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";383;376;Israel;P2;3771.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";386;380;Itália;P1;22838.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";386;380;Itália;P2;10141.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";391;388;Jamaica;P1;1737.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";391;388;Jamaica;P2;174.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";399;392;Japão;P1;4573.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";399;392;Japão;P2;399.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";431;422;Líbano;P1;4627.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";431;422;Líbano;P2;2978.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";434;430;Libéria;P1;1606.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";434;430;Libéria;P2;2686.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";438;434;Líbia;P1;319.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";438;434;Líbia;P2;669.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";445;442;Luxemburgo;P2;276.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";449;807;Macedônia;P2;200.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";450;450;Madagascar;P2;6.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";455;458;Malásia;P1;20173.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";461;462;Maldivas;P2;420.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";467;470;Malta;P1;3106.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";467;470;Malta;P2;4742.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";474;504;Marrocos;P1;783.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";476;584;Marshall, Ilhas;P1;640.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";476;584;Marshall, Ilhas;P2;4602.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";477;474;Martinica;P2;1882.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";485;480;Maurício;P1;5050.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";485;480;Maurício;P2;23132.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";493;484;México;P1;25286.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";493;484;México;P2;12275.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";498;499;Montenegro;P2;160.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";505;508;Moçambique;P1;352.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";505;508;Moçambique;P2;57142.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";521;558;Nicarágua;P1;128938.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";521;558;Nicarágua;P2;10813.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";528;566;Nigéria;P1;306.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";538;578;Noruega;P1;82.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";538;578;Noruega;P2;1255.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";542;540;Nova Caledônia;P1;130.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";542;540;Nova Caledônia;P2;2447.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";548;554;Nova Zelândia;P1;3640.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";573;528;Países Baixos (Holanda);P1;297269.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";573;528;Países Baixos (Holanda);P2;5620.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";576;586;Paquistão;P1;507.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";576;586;Paquistão;P2;51.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";580;591;Panamá;P1;25309.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";580;591;Panamá;P2;22438.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";586;600;Paraguai;P1;43847.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";586;600;Paraguai;P2;26398.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";589;604;Peru;P1;4597.00
CE;Ceará;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";589;604;Peru;P2;21176.00
